year_month,destination_region,origin_country,arriving_passengers
2004-01,Central-West,ARGENTINA,314
2004-01,North,ARUBA,93
2004-01,North,BOLÍVIA,135
2004-01,North,COLÔMBIA,211
2004-01,North,ESTADOS UNIDOS DA AMÉRICA,1036
2004-01,North,GUIANA,141
2004-01,North,GUIANA FRANCESA,792
2004-01,North,SURINAME,581
2004-01,North,VENEZUELA,126
2004-01,Northeast,ARGENTINA,2527
2004-01,Northeast,BRASIL,240
2004-01,Northeast,CHILE,447
2004-01,Northeast,ESPANHA,2526
2004-01,Northeast,HOLANDA,422
2004-01,Northeast,PORTUGAL,15440
2004-01,Northeast,SUÍÇA,1076
2004-01,Northeast,UNKNOWN,3195
2004-01,Northeast,URUGUAI,542
2004-01,South,ARGENTINA,10865
2004-01,South,BRASIL,34
2004-01,South,FRANÇA,347
2004-01,South,HOLANDA,42
2004-01,South,PARAGUAI,1585
2004-01,South,UNKNOWN,770
2004-01,South,URUGUAI,1856
2004-01,Southeast,ALEMANHA,22505
2004-01,Southeast,ANGOLA,1010
2004-01,Southeast,ARGENTINA,58918
2004-01,Southeast,ARUBA,554
2004-01,Southeast,BOLÍVIA,6651
2004-01,Southeast,BRASIL,273
2004-01,Southeast,CANADÁ,4912
2004-01,Southeast,CHILE,20265
2004-01,Southeast,COLÔMBIA,3367
2004-01,Southeast,CUBA,1049
2004-01,Southeast,ESPANHA,17806
2004-01,Southeast,ESTADOS UNIDOS DA AMÉRICA,97008
2004-01,Southeast,FRANÇA,23135
2004-01,Southeast,HOLANDA,5834
2004-01,Southeast,ILHAS FEROÉ,1128
2004-01,Southeast,ITÁLIA,13676
2004-01,Southeast,JAPÃO,3143
2004-01,Southeast,MÉXICO,6374
2004-01,Southeast,PANAMÁ,3054
2004-01,Southeast,PARAGUAI,7332
2004-01,Southeast,PERU,5983
2004-01,Southeast,PORTUGAL,17933
2004-01,Southeast,REINO UNIDO,9389
2004-01,Southeast,SUÍÇA,4724
2004-01,Southeast,UNKNOWN,2707
2004-01,Southeast,URUGUAI,11528
2004-01,Southeast,VENEZUELA,2487
2004-01,Southeast,ÁFRICA DO SUL,3186
2004-01,UNKNOWN,ARGENTINA,5019
2004-01,UNKNOWN,BOLÍVIA,1071
2004-01,UNKNOWN,BRASIL,384274
2004-01,UNKNOWN,CHILE,1892
2004-01,UNKNOWN,ESPANHA,2457
2004-01,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,3176
2004-01,UNKNOWN,FRANÇA,464
2004-01,UNKNOWN,GUIANA,100
2004-01,UNKNOWN,HOLANDA,408
2004-01,UNKNOWN,ILHAS FEROÉ,552
2004-01,UNKNOWN,JAPÃO,3243
2004-01,UNKNOWN,MÉXICO,314
2004-01,UNKNOWN,PARAGUAI,3808
2004-01,UNKNOWN,REINO UNIDO,2356
2004-01,UNKNOWN,SURINAME,122
2004-01,UNKNOWN,SUÍÇA,1769
2004-01,UNKNOWN,UNKNOWN,10966
2004-01,UNKNOWN,URUGUAI,3459
2004-01,UNKNOWN,VENEZUELA,401
2004-02,Central-West,ARGENTINA,403
2004-02,North,ARUBA,163
2004-02,North,BOLÍVIA,168
2004-02,North,COLÔMBIA,142
2004-02,North,ESTADOS UNIDOS DA AMÉRICA,1006
2004-02,North,GUIANA,206
2004-02,North,GUIANA FRANCESA,1057
2004-02,North,SURINAME,594
2004-02,North,VENEZUELA,118
2004-02,Northeast,ARGENTINA,1789
2004-02,Northeast,BRASIL,12
2004-02,Northeast,CHILE,501
2004-02,Northeast,ESPANHA,4028
2004-02,Northeast,ESTADOS UNIDOS DA AMÉRICA,105
2004-02,Northeast,ITÁLIA,356
2004-02,Northeast,PORTUGAL,14381
2004-02,Northeast,SUÍÇA,803
2004-02,Northeast,UNKNOWN,1698
2004-02,Northeast,URUGUAI,827
2004-02,South,ARGENTINA,8729
2004-02,South,BRASIL,29
2004-02,South,FRANÇA,401
2004-02,South,HOLANDA,39
2004-02,South,PARAGUAI,830
2004-02,South,UNKNOWN,359
2004-02,South,URUGUAI,1727
2004-02,Southeast,ALEMANHA,22595
2004-02,Southeast,ANGOLA,1052
2004-02,Southeast,ARGENTINA,49408
2004-02,Southeast,BOLÍVIA,5957
2004-02,Southeast,BRASIL,63
2004-02,Southeast,CANADÁ,4764
2004-02,Southeast,CHILE,16921
2004-02,Southeast,COLÔMBIA,3979
2004-02,Southeast,CUBA,444
2004-02,Southeast,ESPANHA,18423
2004-02,Southeast,ESTADOS UNIDOS DA AMÉRICA,88147
2004-02,Southeast,FRANÇA,23095
2004-02,Southeast,HOLANDA,6202
2004-02,Southeast,ILHAS FEROÉ,1394
2004-02,Southeast,ITÁLIA,13174
2004-02,Southeast,JAPÃO,2448
2004-02,Southeast,MÉXICO,7021
2004-02,Southeast,PANAMÁ,2676
2004-02,Southeast,PARAGUAI,5471
2004-02,Southeast,PERU,5457
2004-02,Southeast,PORTUGAL,16860
2004-02,Southeast,REINO UNIDO,9210
2004-02,Southeast,SUÍÇA,4500
2004-02,Southeast,UNKNOWN,3049
2004-02,Southeast,URUGUAI,8844
2004-02,Southeast,VENEZUELA,3199
2004-02,Southeast,ÁFRICA DO SUL,3519
2004-02,UNKNOWN,ARGENTINA,4138
2004-02,UNKNOWN,BOLÍVIA,675
2004-02,UNKNOWN,BRASIL,349350
2004-02,UNKNOWN,CHILE,1891
2004-02,UNKNOWN,ESPANHA,2400
2004-02,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2419
2004-02,UNKNOWN,FRANÇA,533
2004-02,UNKNOWN,GUIANA,91
2004-02,UNKNOWN,HOLANDA,309
2004-02,UNKNOWN,ILHAS FEROÉ,561
2004-02,UNKNOWN,JAPÃO,992
2004-02,UNKNOWN,MÉXICO,291
2004-02,UNKNOWN,PANAMÁ,116
2004-02,UNKNOWN,PARAGUAI,4453
2004-02,UNKNOWN,REINO UNIDO,2312
2004-02,UNKNOWN,SURINAME,64
2004-02,UNKNOWN,SUÍÇA,1975
2004-02,UNKNOWN,UNKNOWN,14627
2004-02,UNKNOWN,URUGUAI,3146
2004-02,UNKNOWN,VENEZUELA,289
2004-03,Central-West,ARGENTINA,505
2004-03,Central-West,UNKNOWN,0
2004-03,North,BOLÍVIA,142
2004-03,North,COLÔMBIA,82
2004-03,North,ESTADOS UNIDOS DA AMÉRICA,438
2004-03,North,GUIANA,110
2004-03,North,GUIANA FRANCESA,1063
2004-03,North,SURINAME,665
2004-03,North,VENEZUELA,87
2004-03,Northeast,ARGENTINA,1409
2004-03,Northeast,CHILE,516
2004-03,Northeast,ESPANHA,3549
2004-03,Northeast,ESTADOS UNIDOS DA AMÉRICA,584
2004-03,Northeast,ITÁLIA,484
2004-03,Northeast,PORTUGAL,15559
2004-03,Northeast,SUÍÇA,803
2004-03,South,ARGENTINA,6473
2004-03,South,FRANÇA,359
2004-03,South,HOLANDA,69
2004-03,South,PARAGUAI,591
2004-03,South,URUGUAI,1605
2004-03,Southeast,ALEMANHA,21405
2004-03,Southeast,ANGOLA,919
2004-03,Southeast,ARGENTINA,49761
2004-03,Southeast,BOLÍVIA,6432
2004-03,Southeast,BRASIL,189
2004-03,Southeast,CANADÁ,4623
2004-03,Southeast,CHILE,15909
2004-03,Southeast,COLÔMBIA,3827
2004-03,Southeast,CUBA,219
2004-03,Southeast,ESPANHA,15903
2004-03,Southeast,ESTADOS UNIDOS DA AMÉRICA,84510
2004-03,Southeast,FRANÇA,22629
2004-03,Southeast,HOLANDA,5100
2004-03,Southeast,ILHAS FEROÉ,920
2004-03,Southeast,ITÁLIA,12040
2004-03,Southeast,JAPÃO,2572
2004-03,Southeast,MÉXICO,7543
2004-03,Southeast,PANAMÁ,2877
2004-03,Southeast,PARAGUAI,6295
2004-03,Southeast,PERU,5609
2004-03,Southeast,PORTUGAL,16157
2004-03,Southeast,REINO UNIDO,9176
2004-03,Southeast,SUÍÇA,4781
2004-03,Southeast,UNKNOWN,1241
2004-03,Southeast,URUGUAI,9589
2004-03,Southeast,VENEZUELA,2324
2004-03,Southeast,ÁFRICA DO SUL,5441
2004-03,UNKNOWN,ARGENTINA,4642
2004-03,UNKNOWN,BOLÍVIA,780
2004-03,UNKNOWN,BRASIL,369103
2004-03,UNKNOWN,CHILE,1172
2004-03,UNKNOWN,ESPANHA,1804
2004-03,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2674
2004-03,UNKNOWN,FRANÇA,670
2004-03,UNKNOWN,GUIANA,49
2004-03,UNKNOWN,HOLANDA,352
2004-03,UNKNOWN,ILHAS FEROÉ,569
2004-03,UNKNOWN,JAPÃO,585
2004-03,UNKNOWN,MÉXICO,426
2004-03,UNKNOWN,PARAGUAI,3637
2004-03,UNKNOWN,REINO UNIDO,2255
2004-03,UNKNOWN,SURINAME,73
2004-03,UNKNOWN,SUÍÇA,1580
2004-03,UNKNOWN,UNKNOWN,7761
2004-03,UNKNOWN,URUGUAI,2310
2004-03,UNKNOWN,VENEZUELA,143
2004-04,Central-West,ARGENTINA,566
2004-04,North,BOLÍVIA,113
2004-04,North,COLÔMBIA,147
2004-04,North,ESTADOS UNIDOS DA AMÉRICA,358
2004-04,North,GUIANA,206
2004-04,North,GUIANA FRANCESA,1439
2004-04,North,SURINAME,619
2004-04,North,VENEZUELA,79
2004-04,Northeast,ARGENTINA,1011
2004-04,Northeast,CHILE,359
2004-04,Northeast,ESPANHA,2909
2004-04,Northeast,ESTADOS UNIDOS DA AMÉRICA,206
2004-04,Northeast,FRANÇA,165
2004-04,Northeast,HOLANDA,1
2004-04,Northeast,PORTUGAL,15248
2004-04,Northeast,SUÍÇA,324
2004-04,Northeast,UNKNOWN,391
2004-04,Northeast,URUGUAI,126
2004-04,South,ARGENTINA,6602
2004-04,South,BRASIL,1
2004-04,South,FRANÇA,340
2004-04,South,HOLANDA,50
2004-04,South,PARAGUAI,721
2004-04,South,UNKNOWN,633
2004-04,South,URUGUAI,1434
2004-04,Southeast,ALEMANHA,19006
2004-04,Southeast,ANGOLA,822
2004-04,Southeast,ARGENTINA,47765
2004-04,Southeast,ARUBA,166
2004-04,Southeast,BOLÍVIA,6853
2004-04,Southeast,BRASIL,467
2004-04,Southeast,CANADÁ,3733
2004-04,Southeast,CHILE,14875
2004-04,Southeast,COLÔMBIA,3583
2004-04,Southeast,CUBA,224
2004-04,Southeast,ESPANHA,14818
2004-04,Southeast,ESTADOS UNIDOS DA AMÉRICA,71428
2004-04,Southeast,FRANÇA,20250
2004-04,Southeast,HOLANDA,5291
2004-04,Southeast,ILHAS FEROÉ,747
2004-04,Southeast,ITÁLIA,13836
2004-04,Southeast,JAPÃO,2266
2004-04,Southeast,MÉXICO,6763
2004-04,Southeast,PANAMÁ,2562
2004-04,Southeast,PARAGUAI,7414
2004-04,Southeast,PERU,5430
2004-04,Southeast,PORTUGAL,14373
2004-04,Southeast,REINO UNIDO,8647
2004-04,Southeast,SUÍÇA,3830
2004-04,Southeast,UNKNOWN,2429
2004-04,Southeast,URUGUAI,9002
2004-04,Southeast,VENEZUELA,2552
2004-04,Southeast,ÁFRICA DO SUL,5984
2004-04,UNKNOWN,ARGENTINA,2940
2004-04,UNKNOWN,BOLÍVIA,979
2004-04,UNKNOWN,BRASIL,348540
2004-04,UNKNOWN,CHILE,1078
2004-04,UNKNOWN,ESPANHA,1708
2004-04,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2050
2004-04,UNKNOWN,FRANÇA,653
2004-04,UNKNOWN,GUIANA,123
2004-04,UNKNOWN,HOLANDA,538
2004-04,UNKNOWN,ILHAS FEROÉ,863
2004-04,UNKNOWN,JAPÃO,802
2004-04,UNKNOWN,MÉXICO,305
2004-04,UNKNOWN,PARAGUAI,3434
2004-04,UNKNOWN,REINO UNIDO,2245
2004-04,UNKNOWN,SURINAME,75
2004-04,UNKNOWN,UNKNOWN,8732
2004-04,UNKNOWN,URUGUAI,2656
2004-04,UNKNOWN,VENEZUELA,59
2004-05,Central-West,ARGENTINA,470
2004-05,North,BOLÍVIA,28
2004-05,North,COLÔMBIA,165
2004-05,North,ESTADOS UNIDOS DA AMÉRICA,142
2004-05,North,GUIANA,180
2004-05,North,GUIANA FRANCESA,1175
2004-05,North,SURINAME,629
2004-05,North,VENEZUELA,128
2004-05,Northeast,ARGENTINA,936
2004-05,Northeast,CHILE,542
2004-05,Northeast,ESPANHA,3487
2004-05,Northeast,ESTADOS UNIDOS DA AMÉRICA,333
2004-05,Northeast,GUINÉ,27
2004-05,Northeast,PORTUGAL,11433
2004-05,Northeast,UNKNOWN,298
2004-05,South,ARGENTINA,5310
2004-05,South,FRANÇA,422
2004-05,South,HOLANDA,51
2004-05,South,PARAGUAI,613
2004-05,South,UNKNOWN,33
2004-05,South,URUGUAI,1204
2004-05,Southeast,ALEMANHA,19904
2004-05,Southeast,ANGOLA,1217
2004-05,Southeast,ARGENTINA,43128
2004-05,Southeast,BOLÍVIA,6307
2004-05,Southeast,BRASIL,507
2004-05,Southeast,CANADÁ,3526
2004-05,Southeast,CHILE,13437
2004-05,Southeast,CHINA,143
2004-05,Southeast,COLÔMBIA,3315
2004-05,Southeast,CUBA,237
2004-05,Southeast,ESPANHA,14484
2004-05,Southeast,ESTADOS UNIDOS DA AMÉRICA,78157
2004-05,Southeast,FRANÇA,19762
2004-05,Southeast,HOLANDA,5126
2004-05,Southeast,ILHAS FEROÉ,574
2004-05,Southeast,ITÁLIA,10773
2004-05,Southeast,JAPÃO,2286
2004-05,Southeast,MÉXICO,7255
2004-05,Southeast,PANAMÁ,2958
2004-05,Southeast,PARAGUAI,6961
2004-05,Southeast,PERU,5710
2004-05,Southeast,PORTUGAL,14603
2004-05,Southeast,REINO UNIDO,8291
2004-05,Southeast,SUÍÇA,3576
2004-05,Southeast,UNKNOWN,1451
2004-05,Southeast,URUGUAI,8210
2004-05,Southeast,VENEZUELA,2563
2004-05,Southeast,ÁFRICA DO SUL,4910
2004-05,UNKNOWN,ARGENTINA,2561
2004-05,UNKNOWN,BOLÍVIA,457
2004-05,UNKNOWN,BRASIL,325725
2004-05,UNKNOWN,CHILE,1154
2004-05,UNKNOWN,CHINA,115
2004-05,UNKNOWN,ESPANHA,1470
2004-05,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2902
2004-05,UNKNOWN,FRANÇA,768
2004-05,UNKNOWN,GUIANA,89
2004-05,UNKNOWN,HOLANDA,618
2004-05,UNKNOWN,ILHAS FEROÉ,639
2004-05,UNKNOWN,JAPÃO,787
2004-05,UNKNOWN,MÉXICO,393
2004-05,UNKNOWN,PARAGUAI,3443
2004-05,UNKNOWN,PORTUGAL,87
2004-05,UNKNOWN,REINO UNIDO,1913
2004-05,UNKNOWN,SURINAME,88
2004-05,UNKNOWN,UNKNOWN,5841
2004-05,UNKNOWN,URUGUAI,2652
2004-05,UNKNOWN,VENEZUELA,179
2004-06,Central-West,ARGENTINA,563
2004-06,North,BOLÍVIA,63
2004-06,North,COLÔMBIA,204
2004-06,North,CUBA,54
2004-06,North,ESTADOS UNIDOS DA AMÉRICA,584
2004-06,North,GUIANA,178
2004-06,North,GUIANA FRANCESA,1110
2004-06,North,SURINAME,639
2004-06,North,VENEZUELA,82
2004-06,Northeast,ARGENTINA,901
2004-06,Northeast,CHILE,457
2004-06,Northeast,ESPANHA,2700
2004-06,Northeast,ESTADOS UNIDOS DA AMÉRICA,364
2004-06,Northeast,PORTUGAL,10967
2004-06,Northeast,UNKNOWN,144
2004-06,South,ARGENTINA,5379
2004-06,South,BRASIL,16
2004-06,South,CHILE,45
2004-06,South,FRANÇA,314
2004-06,South,HOLANDA,48
2004-06,South,PARAGUAI,675
2004-06,South,UNKNOWN,375
2004-06,South,URUGUAI,1055
2004-06,Southeast,ALEMANHA,20885
2004-06,Southeast,ANGOLA,824
2004-06,Southeast,ARGENTINA,40844
2004-06,Southeast,ARUBA,138
2004-06,Southeast,BOLÍVIA,6472
2004-06,Southeast,BRASIL,274
2004-06,Southeast,CANADÁ,3687
2004-06,Southeast,CHILE,14215
2004-06,Southeast,COLÔMBIA,3435
2004-06,Southeast,CUBA,218
2004-06,Southeast,ESPANHA,14656
2004-06,Southeast,ESTADOS UNIDOS DA AMÉRICA,85688
2004-06,Southeast,FRANÇA,21656
2004-06,Southeast,HOLANDA,6674
2004-06,Southeast,ILHAS FEROÉ,1140
2004-06,Southeast,ITÁLIA,12481
2004-06,Southeast,JAPÃO,2611
2004-06,Southeast,MÉXICO,7151
2004-06,Southeast,PANAMÁ,2677
2004-06,Southeast,PARAGUAI,7747
2004-06,Southeast,PERU,5131
2004-06,Southeast,PORTUGAL,13953
2004-06,Southeast,REINO UNIDO,9353
2004-06,Southeast,SUÍÇA,3967
2004-06,Southeast,UNKNOWN,2072
2004-06,Southeast,URUGUAI,8299
2004-06,Southeast,VENEZUELA,2706
2004-06,Southeast,ÁFRICA DO SUL,4560
2004-06,UNKNOWN,ARGENTINA,2647
2004-06,UNKNOWN,BOLÍVIA,739
2004-06,UNKNOWN,BRASIL,324698
2004-06,UNKNOWN,CHILE,969
2004-06,UNKNOWN,COLÔMBIA,66
2004-06,UNKNOWN,ESPANHA,1945
2004-06,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,4361
2004-06,UNKNOWN,FRANÇA,680
2004-06,UNKNOWN,GUIANA,121
2004-06,UNKNOWN,HOLANDA,597
2004-06,UNKNOWN,ILHAS FEROÉ,718
2004-06,UNKNOWN,JAPÃO,1563
2004-06,UNKNOWN,MÉXICO,296
2004-06,UNKNOWN,PARAGUAI,2577
2004-06,UNKNOWN,REINO UNIDO,1931
2004-06,UNKNOWN,SURINAME,107
2004-06,UNKNOWN,UNKNOWN,12491
2004-06,UNKNOWN,URUGUAI,2595
2004-07,Central-West,ARGENTINA,1218
2004-07,Central-West,PARAGUAI,82
2004-07,North,BOLÍVIA,105
2004-07,North,COLÔMBIA,239
2004-07,North,ESTADOS UNIDOS DA AMÉRICA,636
2004-07,North,GUIANA FRANCESA,1264
2004-07,North,MÉXICO,8
2004-07,North,SURINAME,426
2004-07,North,UNKNOWN,94
2004-07,North,VENEZUELA,111
2004-07,Northeast,ARGENTINA,2361
2004-07,Northeast,CHILE,815
2004-07,Northeast,ESPANHA,3567
2004-07,Northeast,ESTADOS UNIDOS DA AMÉRICA,579
2004-07,Northeast,PORTUGAL,18667
2004-07,Northeast,UNKNOWN,1273
2004-07,Northeast,URUGUAI,832
2004-07,South,ARGENTINA,7677
2004-07,South,BRASIL,13
2004-07,South,FRANÇA,376
2004-07,South,HOLANDA,38
2004-07,South,PARAGUAI,1451
2004-07,South,URUGUAI,1718
2004-07,Southeast,ALEMANHA,26312
2004-07,Southeast,ANGOLA,1197
2004-07,Southeast,ARGENTINA,63073
2004-07,Southeast,ARUBA,200
2004-07,Southeast,BOLÍVIA,8356
2004-07,Southeast,BRASIL,385
2004-07,Southeast,CANADÁ,4678
2004-07,Southeast,CHILE,19118
2004-07,Southeast,COLÔMBIA,3788
2004-07,Southeast,CUBA,519
2004-07,Southeast,ESPANHA,18621
2004-07,Southeast,ESTADOS UNIDOS DA AMÉRICA,96277
2004-07,Southeast,FRANÇA,29585
2004-07,Southeast,HOLANDA,8069
2004-07,Southeast,ILHAS FEROÉ,1008
2004-07,Southeast,ITÁLIA,14049
2004-07,Southeast,JAPÃO,3147
2004-07,Southeast,MÉXICO,10468
2004-07,Southeast,PANAMÁ,3404
2004-07,Southeast,PARAGUAI,7853
2004-07,Southeast,PERU,6684
2004-07,Southeast,PORTUGAL,19223
2004-07,Southeast,REINO UNIDO,10778
2004-07,Southeast,SUÍÇA,4848
2004-07,Southeast,UNKNOWN,2277
2004-07,Southeast,URUGUAI,8182
2004-07,Southeast,VENEZUELA,3201
2004-07,Southeast,ÁFRICA DO SUL,6072
2004-07,UNKNOWN,ARGENTINA,3178
2004-07,UNKNOWN,ARUBA,33
2004-07,UNKNOWN,BOLÍVIA,735
2004-07,UNKNOWN,BRASIL,395363
2004-07,UNKNOWN,CHILE,2018
2004-07,UNKNOWN,COLÔMBIA,41
2004-07,UNKNOWN,ESPANHA,2381
2004-07,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,3099
2004-07,UNKNOWN,FRANÇA,796
2004-07,UNKNOWN,HOLANDA,619
2004-07,UNKNOWN,ILHAS FEROÉ,1410
2004-07,UNKNOWN,JAPÃO,1575
2004-07,UNKNOWN,MÉXICO,321
2004-07,UNKNOWN,PARAGUAI,3963
2004-07,UNKNOWN,REINO UNIDO,2937
2004-07,UNKNOWN,UNKNOWN,9050
2004-07,UNKNOWN,URUGUAI,2239
2004-07,UNKNOWN,VENEZUELA,60
2004-07,UNKNOWN,ÁFRICA DO SUL,55
2004-08,Central-West,ARGENTINA,628
2004-08,Central-West,ESTADOS UNIDOS DA AMÉRICA,96
2004-08,North,BOLÍVIA,163
2004-08,North,COLÔMBIA,311
2004-08,North,ESTADOS UNIDOS DA AMÉRICA,326
2004-08,North,GUIANA,19
2004-08,North,GUIANA FRANCESA,1421
2004-08,North,MÉXICO,12
2004-08,North,SURINAME,766
2004-08,North,VENEZUELA,88
2004-08,Northeast,ARGENTINA,803
2004-08,Northeast,BRASIL,93
2004-08,Northeast,CHILE,448
2004-08,Northeast,ESPANHA,4426
2004-08,Northeast,ESTADOS UNIDOS DA AMÉRICA,350
2004-08,Northeast,PORTUGAL,20864
2004-08,South,ARGENTINA,7950
2004-08,South,BOLÍVIA,121
2004-08,South,BRASIL,51
2004-08,South,FRANÇA,281
2004-08,South,PARAGUAI,1068
2004-08,South,URUGUAI,1906
2004-08,Southeast,ALEMANHA,22367
2004-08,Southeast,ANGOLA,954
2004-08,Southeast,ARGENTINA,52587
2004-08,Southeast,BOLÍVIA,7822
2004-08,Southeast,BRASIL,446
2004-08,Southeast,CANADÁ,4340
2004-08,Southeast,CHILE,15664
2004-08,Southeast,COLÔMBIA,3200
2004-08,Southeast,CUBA,609
2004-08,Southeast,ESPANHA,16596
2004-08,Southeast,ESTADOS UNIDOS DA AMÉRICA,83234
2004-08,Southeast,FRANÇA,25991
2004-08,Southeast,HOLANDA,5882
2004-08,Southeast,ITÁLIA,12693
2004-08,Southeast,JAPÃO,651
2004-08,Southeast,MÉXICO,8235
2004-08,Southeast,PANAMÁ,2781
2004-08,Southeast,PARAGUAI,8278
2004-08,Southeast,PERU,6629
2004-08,Southeast,PORTUGAL,19206
2004-08,Southeast,REINO UNIDO,8667
2004-08,Southeast,SUÍÇA,3660
2004-08,Southeast,UNKNOWN,1930
2004-08,Southeast,URUGUAI,6976
2004-08,Southeast,VENEZUELA,2895
2004-08,Southeast,ÁFRICA DO SUL,5640
2004-08,UNKNOWN,ARGENTINA,2422
2004-08,UNKNOWN,ARUBA,38
2004-08,UNKNOWN,BOLÍVIA,1031
2004-08,UNKNOWN,BRASIL,363295
2004-08,UNKNOWN,CHILE,1324
2004-08,UNKNOWN,ESPANHA,2207
2004-08,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,5008
2004-08,UNKNOWN,FRANÇA,931
2004-08,UNKNOWN,GUIANA,28
2004-08,UNKNOWN,HOLANDA,532
2004-08,UNKNOWN,ILHAS FEROÉ,690
2004-08,UNKNOWN,JAPÃO,1757
2004-08,UNKNOWN,MÉXICO,423
2004-08,UNKNOWN,PARAGUAI,3344
2004-08,UNKNOWN,REINO UNIDO,2124
2004-08,UNKNOWN,SURINAME,32
2004-08,UNKNOWN,UNKNOWN,7948
2004-08,UNKNOWN,URUGUAI,2914
2004-08,UNKNOWN,VENEZUELA,60
2004-08,UNKNOWN,ÁFRICA DO SUL,31
2004-09,Central-West,ARGENTINA,554
2004-09,Central-West,ESTADOS UNIDOS DA AMÉRICA,159
2004-09,Central-West,UNKNOWN,4
2004-09,North,ARUBA,108
2004-09,North,BOLÍVIA,171
2004-09,North,COLÔMBIA,210
2004-09,North,ESTADOS UNIDOS DA AMÉRICA,355
2004-09,North,GUIANA,74
2004-09,North,GUIANA FRANCESA,879
2004-09,North,SURINAME,1036
2004-09,North,VENEZUELA,123
2004-09,Northeast,ARGENTINA,843
2004-09,Northeast,BRASIL,107
2004-09,Northeast,CHILE,833
2004-09,Northeast,ESPANHA,3790
2004-09,Northeast,ESTADOS UNIDOS DA AMÉRICA,135
2004-09,Northeast,PORTUGAL,16663
2004-09,Northeast,UNKNOWN,226
2004-09,Northeast,URUGUAI,497
2004-09,South,ARGENTINA,6785
2004-09,South,BRASIL,7
2004-09,South,ESTADOS UNIDOS DA AMÉRICA,179
2004-09,South,FRANÇA,361
2004-09,South,HOLANDA,63
2004-09,South,PARAGUAI,1617
2004-09,South,UNKNOWN,164
2004-09,South,URUGUAI,1477
2004-09,Southeast,ALEMANHA,23336
2004-09,Southeast,ANGOLA,954
2004-09,Southeast,ARGENTINA,49263
2004-09,Southeast,ARUBA,400
2004-09,Southeast,BOLÍVIA,9015
2004-09,Southeast,BRASIL,179
2004-09,Southeast,CANADÁ,3793
2004-09,Southeast,CHILE,16293
2004-09,Southeast,COLÔMBIA,3791
2004-09,Southeast,CUBA,219
2004-09,Southeast,ESPANHA,15739
2004-09,Southeast,ESTADOS UNIDOS DA AMÉRICA,65512
2004-09,Southeast,FRANÇA,22728
2004-09,Southeast,HOLANDA,6745
2004-09,Southeast,ILHAS FEROÉ,766
2004-09,Southeast,ITÁLIA,11696
2004-09,Southeast,JAPÃO,2993
2004-09,Southeast,MÉXICO,7512
2004-09,Southeast,PANAMÁ,2587
2004-09,Southeast,PARAGUAI,8312
2004-09,Southeast,PERU,5993
2004-09,Southeast,PORTUGAL,19200
2004-09,Southeast,REINO UNIDO,9398
2004-09,Southeast,SUÍÇA,3967
2004-09,Southeast,UNKNOWN,485
2004-09,Southeast,URUGUAI,8271
2004-09,Southeast,VENEZUELA,2747
2004-09,Southeast,ÁFRICA DO SUL,6215
2004-09,UNKNOWN,ARGENTINA,2248
2004-09,UNKNOWN,ARUBA,24
2004-09,UNKNOWN,BOLÍVIA,580
2004-09,UNKNOWN,BRASIL,355023
2004-09,UNKNOWN,CHILE,1804
2004-09,UNKNOWN,ESPANHA,2249
2004-09,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,2641
2004-09,UNKNOWN,FRANÇA,723
2004-09,UNKNOWN,GUIANA,37
2004-09,UNKNOWN,HOLANDA,690
2004-09,UNKNOWN,ILHAS FEROÉ,738
2004-09,UNKNOWN,JAPÃO,1009
2004-09,UNKNOWN,MÉXICO,357
2004-09,UNKNOWN,PARAGUAI,3587
2004-09,UNKNOWN,REINO UNIDO,2599
2004-09,UNKNOWN,SURINAME,49
2004-09,UNKNOWN,UNKNOWN,7560
2004-09,UNKNOWN,URUGUAI,2399
2004-09,UNKNOWN,VENEZUELA,66
2004-10,Central-West,ARGENTINA,709
2004-10,North,BOLÍVIA,115
2004-10,North,COLÔMBIA,104
2004-10,North,ESTADOS UNIDOS DA AMÉRICA,519
2004-10,North,GUIANA,10
2004-10,North,GUIANA FRANCESA,964
2004-10,North,SURINAME,483
2004-10,North,VENEZUELA,37
2004-10,Northeast,ARGENTINA,832
2004-10,Northeast,BRASIL,139
2004-10,Northeast,CHILE,756
2004-10,Northeast,CUBA,97
2004-10,Northeast,ESPANHA,4631
2004-10,Northeast,ESTADOS UNIDOS DA AMÉRICA,884
2004-10,Northeast,PORTUGAL,19258
2004-10,Northeast,UNKNOWN,227
2004-10,Northeast,URUGUAI,308
2004-10,South,ARGENTINA,6801
2004-10,South,BRASIL,10
2004-10,South,FRANÇA,468
2004-10,South,HOLANDA,68
2004-10,South,PARAGUAI,1302
2004-10,South,UNKNOWN,157
2004-10,South,URUGUAI,1756
2004-10,Southeast,ALEMANHA,27367
2004-10,Southeast,ANGOLA,1258
2004-10,Southeast,ARGENTINA,52904
