year_month,destination_region,origin_country,arriving_passengers
2018-07,UNKNOWN,CHILE,6690
2018-07,UNKNOWN,CHINA,1200
2018-07,UNKNOWN,EMIRADOS ÁRABES UNIDOS,7020
2018-07,UNKNOWN,ESPANHA,1624
2018-07,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,220
2018-07,UNKNOWN,ETIÓPIA,1975
2018-07,UNKNOWN,FRANÇA,281
2018-07,UNKNOWN,PANAMÁ,627
2018-07,UNKNOWN,PARAGUAI,7483
2018-07,UNKNOWN,PERU,795
2018-07,UNKNOWN,QATAR,2119
2018-07,UNKNOWN,TURQUIA,3755
2018-07,UNKNOWN,URUGUAI,338
2018-08,Central-West,ARGENTINA,2820
2018-08,Central-West,CUBA,641
2018-08,Central-West,ESTADOS UNIDOS DA AMÉRICA,3206
2018-08,Central-West,PANAMÁ,4097
2018-08,Central-West,PORTUGAL,6188
2018-08,Central-West,REPÚBLICA DOMINICANA,734
2018-08,North,ARGENTINA,109
2018-08,North,CUBA,218
2018-08,North,ESTADOS UNIDOS DA AMÉRICA,5685
2018-08,North,GUIANA FRANCESA,359
2018-08,North,PANAMÁ,1271
2018-08,North,PORTUGAL,2587
2018-08,North,SURINAME,1567
2018-08,North,VENEZUELA,789
2018-08,Northeast,ALEMANHA,2793
2018-08,Northeast,ARGENTINA,12407
2018-08,Northeast,CABO VERDE,1641
2018-08,Northeast,COLÔMBIA,686
2018-08,Northeast,ESPANHA,5051
2018-08,Northeast,ESTADOS UNIDOS DA AMÉRICA,10468
2018-08,Northeast,FRANÇA,2174
2018-08,Northeast,GUIANA FRANCESA,372
2018-08,Northeast,HOLANDA,2678
2018-08,Northeast,PANAMÁ,2779
2018-08,Northeast,PORTUGAL,22750
2018-08,Northeast,URUGUAI,538
2018-08,South,ARGENTINA,15629
2018-08,South,PANAMÁ,3706
2018-08,South,PERU,6074
2018-08,South,PORTUGAL,3660
2018-08,South,URUGUAI,3427
2018-08,Southeast,ALEMANHA,29339
2018-08,Southeast,ANGOLA,4626
2018-08,Southeast,ARGENTINA,127022
2018-08,Southeast,BOLÍVIA,8569
2018-08,Southeast,BRASIL,106
2018-08,Southeast,CANADÁ,8231
2018-08,Southeast,CHILE,100546
2018-08,Southeast,CHINA,616
2018-08,Southeast,COLÔMBIA,27558
2018-08,Southeast,CUBA,443
2018-08,Southeast,EMIRADOS ÁRABES UNIDOS,14971
2018-08,Southeast,ESPANHA,41990
2018-08,Southeast,ESTADOS UNIDOS DA AMÉRICA,181198
2018-08,Southeast,ETIÓPIA,5317
2018-08,Southeast,FRANÇA,38714
2018-08,Southeast,HOLANDA,18630
2018-08,Southeast,ITÁLIA,30628
2018-08,Southeast,MARROCOS,5281
2018-08,Southeast,MÉXICO,12718
2018-08,Southeast,PANAMÁ,33697
2018-08,Southeast,PARAGUAI,12596
2018-08,Southeast,PERU,26009
2018-08,Southeast,PORTUGAL,49931
2018-08,Southeast,QATAR,5084
2018-08,Southeast,REINO UNIDO,24332
2018-08,Southeast,REPÚBLICA DOMINICANA,2250
2018-08,Southeast,SUÍÇA,10642
2018-08,Southeast,TURQUIA,5206
2018-08,Southeast,URUGUAI,21211
2018-08,Southeast,ÁFRICA DO SUL,9683
2018-08,UNKNOWN,ARGENTINA,18299
2018-08,UNKNOWN,BRASIL,1021225
2018-08,UNKNOWN,CHILE,4924
2018-08,UNKNOWN,CHINA,1325
2018-08,UNKNOWN,EMIRADOS ÁRABES UNIDOS,4570
2018-08,UNKNOWN,ESPANHA,1527
2018-08,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,227
2018-08,UNKNOWN,ETIÓPIA,1520
2018-08,UNKNOWN,FRANÇA,291
2018-08,UNKNOWN,PARAGUAI,3399
2018-08,UNKNOWN,PERU,620
2018-08,UNKNOWN,QATAR,1215
2018-08,UNKNOWN,TURQUIA,4485
2018-08,UNKNOWN,UNKNOWN,222
2018-09,Central-West,ARGENTINA,3101
2018-09,Central-West,CUBA,170
2018-09,Central-West,ESTADOS UNIDOS DA AMÉRICA,3585
2018-09,Central-West,PANAMÁ,3388
2018-09,Central-West,PERU,135
2018-09,Central-West,PORTUGAL,6398
2018-09,Central-West,REPÚBLICA DOMINICANA,892
2018-09,North,ARGENTINA,370
2018-09,North,ARUBA,56
2018-09,North,ESTADOS UNIDOS DA AMÉRICA,5404
2018-09,North,GUIANA FRANCESA,291
2018-09,North,PANAMÁ,1354
2018-09,North,PORTUGAL,2325
2018-09,North,SURINAME,1597
2018-09,North,VENEZUELA,845
2018-09,Northeast,ALEMANHA,2729
2018-09,Northeast,ARGENTINA,18445
2018-09,Northeast,CABO VERDE,1089
2018-09,Northeast,CHILE,230
2018-09,Northeast,COLÔMBIA,697
2018-09,Northeast,ESPANHA,4281
2018-09,Northeast,ESTADOS UNIDOS DA AMÉRICA,8977
2018-09,Northeast,FRANÇA,2139
2018-09,Northeast,GUIANA FRANCESA,382
2018-09,Northeast,HOLANDA,2942
2018-09,Northeast,PANAMÁ,2261
2018-09,Northeast,PORTUGAL,20538
2018-09,Northeast,URUGUAI,712
2018-09,South,ARGENTINA,14724
2018-09,South,CHILE,574
2018-09,South,PANAMÁ,2716
2018-09,South,PARAGUAI,315
2018-09,South,PERU,6653
2018-09,South,PORTUGAL,3928
2018-09,South,URUGUAI,3989
2018-09,South,VENEZUELA,61
2018-09,Southeast,ALEMANHA,29249
2018-09,Southeast,ANGOLA,3585
2018-09,Southeast,ARGENTINA,120485
2018-09,Southeast,BOLÍVIA,7722
2018-09,Southeast,BRASIL,1470
2018-09,Southeast,CANADÁ,7939
2018-09,Southeast,CHILE,87043
2018-09,Southeast,CHINA,615
2018-09,Southeast,COLÔMBIA,28766
2018-09,Southeast,CUBA,185
2018-09,Southeast,EMIRADOS ÁRABES UNIDOS,18363
2018-09,Southeast,ESPANHA,41305
2018-09,Southeast,ESTADOS UNIDOS DA AMÉRICA,167025
2018-09,Southeast,ETIÓPIA,4285
2018-09,Southeast,FRANÇA,38643
2018-09,Southeast,HOLANDA,18761
2018-09,Southeast,ISRAEL,98
2018-09,Southeast,ITÁLIA,29861
2018-09,Southeast,MARROCOS,4585
2018-09,Southeast,MÉXICO,12461
2018-09,Southeast,PANAMÁ,33693
2018-09,Southeast,PARAGUAI,13333
2018-09,Southeast,PERU,27642
2018-09,Southeast,PORTUGAL,51645
2018-09,Southeast,QATAR,4847
2018-09,Southeast,REINO UNIDO,22746
2018-09,Southeast,REPÚBLICA DOMINICANA,2360
2018-09,Southeast,SUÍÇA,12187
2018-09,Southeast,TURQUIA,5066
2018-09,Southeast,URUGUAI,22927
2018-09,Southeast,ÁFRICA DO SUL,10073
2018-09,UNKNOWN,ALEMANHA,197
2018-09,UNKNOWN,ARGENTINA,18933
2018-09,UNKNOWN,BRASIL,970151
2018-09,UNKNOWN,CHILE,6207
2018-09,UNKNOWN,CHINA,1685
2018-09,UNKNOWN,EMIRADOS ÁRABES UNIDOS,5692
2018-09,UNKNOWN,ESPANHA,1835
2018-09,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,170
2018-09,UNKNOWN,ETIÓPIA,1239
2018-09,UNKNOWN,HOLANDA,323
2018-09,UNKNOWN,PANAMÁ,272
2018-09,UNKNOWN,PARAGUAI,3455
2018-09,UNKNOWN,PERU,691
2018-09,UNKNOWN,PORTUGAL,274
2018-09,UNKNOWN,QATAR,1581
2018-09,UNKNOWN,TURQUIA,4313
2018-10,Central-West,ARGENTINA,2612
2018-10,Central-West,BRASIL,28
2018-10,Central-West,CUBA,203
2018-10,Central-West,ESTADOS UNIDOS DA AMÉRICA,3870
2018-10,Central-West,PANAMÁ,3801
2018-10,Central-West,PORTUGAL,6330
2018-10,Central-West,REPÚBLICA DOMINICANA,796
2018-10,North,ARGENTINA,212
2018-10,North,ESTADOS UNIDOS DA AMÉRICA,4811
2018-10,North,GUIANA FRANCESA,379
2018-10,North,PANAMÁ,1130
2018-10,North,PERU,265
2018-10,North,PORTUGAL,2242
2018-10,North,SURINAME,1166
2018-10,North,VENEZUELA,791
2018-10,Northeast,ALEMANHA,3063
2018-10,Northeast,ARGENTINA,12393
2018-10,Northeast,BRASIL,545
2018-10,Northeast,CABO VERDE,1267
2018-10,Northeast,COLÔMBIA,567
2018-10,Northeast,ESPANHA,5248
2018-10,Northeast,ESTADOS UNIDOS DA AMÉRICA,8661
2018-10,Northeast,FRANÇA,2195
2018-10,Northeast,GUIANA FRANCESA,394
2018-10,Northeast,HOLANDA,3222
2018-10,Northeast,PANAMÁ,2555
2018-10,Northeast,PORTUGAL,22604
2018-10,Northeast,URUGUAI,551
2018-10,South,ARGENTINA,15525
2018-10,South,BRASIL,123
2018-10,South,PANAMÁ,2551
2018-10,South,PARAGUAI,346
2018-10,South,PERU,6405
2018-10,South,PORTUGAL,3465
2018-10,South,URUGUAI,2971
2018-10,Southeast,ALEMANHA,31194
2018-10,Southeast,ANGOLA,4148
2018-10,Southeast,ARGENTINA,114586
2018-10,Southeast,BOLÍVIA,7339
2018-10,Southeast,BRASIL,1018
2018-10,Southeast,CANADÁ,8887
2018-10,Southeast,CHILE,81278
2018-10,Southeast,CHINA,805
2018-10,Southeast,COLÔMBIA,26341
2018-10,Southeast,EMIRADOS ÁRABES UNIDOS,17172
2018-10,Southeast,ESPANHA,42494
2018-10,Southeast,ESTADOS UNIDOS DA AMÉRICA,167198
2018-10,Southeast,ETIÓPIA,4186
2018-10,Southeast,FRANÇA,41458
2018-10,Southeast,HOLANDA,19066
2018-10,Southeast,ITÁLIA,31886
2018-10,Southeast,MARROCOS,5199
2018-10,Southeast,MÉXICO,11583
2018-10,Southeast,PANAMÁ,33148
2018-10,Southeast,PARAGUAI,12030
2018-10,Southeast,PERU,26198
2018-10,Southeast,PORTUGAL,49120
2018-10,Southeast,QATAR,4486
2018-10,Southeast,REINO UNIDO,23485
2018-10,Southeast,REPÚBLICA DOMINICANA,2443
2018-10,Southeast,SUÍÇA,12865
2018-10,Southeast,TURQUIA,4760
2018-10,Southeast,URUGUAI,22334
2018-10,Southeast,ÁFRICA DO SUL,10300
2018-10,UNKNOWN,ARGENTINA,20822
2018-10,UNKNOWN,BRASIL,928872
2018-10,UNKNOWN,CHILE,6649
2018-10,UNKNOWN,CHINA,1479
2018-10,UNKNOWN,EMIRADOS ÁRABES UNIDOS,7001
2018-10,UNKNOWN,ESPANHA,1489
2018-10,UNKNOWN,ESTADOS UNIDOS DA AMÉRICA,356
2018-10,UNKNOWN,ETIÓPIA,1407
2018-10,UNKNOWN,PARAGUAI,3616
2018-10,UNKNOWN,PERU,1250
2018-10,UNKNOWN,QATAR,2147
2018-10,UNKNOWN,TURQUIA,4829
2018-11,Central-West,ARGENTINA,2344
2018-11,Central-West,BRASIL,127
2018-11,Central-West,CUBA,178
2018-11,Central-West,ESTADOS UNIDOS DA AMÉRICA,9601
2018-11,Central-West,PANAMÁ,3819
2018-11,Central-West,PORTUGAL,4774
2018-11,Central-West,REPÚBLICA DOMINICANA,992
2018-11,North,ARGENTINA,178
2018-11,North,ESTADOS UNIDOS DA AMÉRICA,4626
2018-11,North,GUIANA FRANCESA,297
2018-11,North,PANAMÁ,1222
2018-11,North,PORTUGAL,1413
2018-11,North,SURINAME,1139
2018-11,North,VENEZUELA,587
2018-11,Northeast,ALEMANHA,2938
2018-11,Northeast,ARGENTINA,10902
2018-11,Northeast,CABO VERDE,920
2018-11,Northeast,COLÔMBIA,675
2018-11,Northeast,ESPANHA,4750
2018-11,Northeast,ESTADOS UNIDOS DA AMÉRICA,12182
2018-11,Northeast,FRANÇA,3328
2018-11,Northeast,GUIANA FRANCESA,363
2018-11,Northeast,HOLANDA,3124
2018-11,Northeast,PANAMÁ,1672
2018-11,Northeast,PORTUGAL,21915
2018-11,Northeast,URUGUAI,474
2018-11,South,ARGENTINA,15324
2018-11,South,CHILE,2022
2018-11,South,PANAMÁ,2570
2018-11,South,PARAGUAI,338
2018-11,South,PERU,6368
2018-11,South,PORTUGAL,2472
2018-11,South,URUGUAI,3283
2018-11,Southeast,ALEMANHA,28086
2018-11,Southeast,ANGOLA,4375
2018-11,Southeast,ARGENTINA,119710
2018-11,Southeast,BOLÍVIA,7739
2018-11,Southeast,BRASIL,91
2018-11,Southeast,CANADÁ,11336
2018-11,Southeast,CHILE,77643
2018-11,Southeast,CHINA,947
2018-11,Southeast,COLÔMBIA,23167
2018-11,Southeast,EMIRADOS ÁRABES UNIDOS,17079
2018-11,Southeast,ESPANHA,38640
2018-11,Southeast,ESTADOS UNIDOS DA AMÉRICA,170179
2018-11,Southeast,ETIÓPIA,3852
2018-11,Southeast,FRANÇA,39219
2018-11,Southeast,HOLANDA,17008
2018-11,Southeast,ITÁLIA,31556
2018-11,Southeast,MARROCOS,4710
2018-11,Southeast,MÉXICO,14382
2018-11,Southeast,PANAMÁ,32747
2018-11,Southeast,PARAGUAI,13635
2018-11,Southeast,PERU,26662
2018-11,Southeast,POLÔNIA,469
2018-11,Southeast,PORTUGAL,44303
2018-11,Southeast,QATAR,4492
2018-11,Southeast,REINO UNIDO,21693
2018-11,Southeast,REPÚBLICA DOMINICANA,2530
2018-11,Southeast,SUÍÇA,9823
2018-11,Southeast,TURQUIA,5289
2018-11,Southeast,URUGUAI,23996
2018-11,Southeast,ÁFRICA DO SUL,10017
2018-11,UNKNOWN,ARGENTINA,19975
2018-11,UNKNOWN,BRASIL,928516
2018-11,UNKNOWN,CHILE,4517
2018-11,UNKNOWN,CHINA,1041
2018-11,UNKNOWN,EMIRADOS ÁRABES UNIDOS,5606
2018-11,UNKNOWN,ESPANHA,1074
2018-11,UNKNOWN,ETIÓPIA,1091
2018-11,UNKNOWN,PANAMÁ,124
2018-11,UNKNOWN,PARAGUAI,3560
2018-11,UNKNOWN,PERU,4414
2018-11,UNKNOWN,QATAR,1935
2018-11,UNKNOWN,TURQUIA,3449
2018-12,Central-West,ARGENTINA,5446
2018-12,Central-West,CUBA,413
2018-12,Central-West,ESTADOS UNIDOS DA AMÉRICA,12506
2018-12,Central-West,PANAMÁ,3531
2018-12,Central-West,PORTUGAL,6008
2018-12,Central-West,REPÚBLICA DOMINICANA,905
2018-12,North,ARGENTINA,351
2018-12,North,ESTADOS UNIDOS DA AMÉRICA,5094
2018-12,North,GUIANA FRANCESA,453
2018-12,North,PANAMÁ,1109
2018-12,North,PORTUGAL,2187
2018-12,North,SURINAME,1747
2018-12,North,VENEZUELA,550
2018-12,Northeast,ALEMANHA,2939
2018-12,Northeast,ARGENTINA,14691
2018-12,Northeast,CABO VERDE,1012
2018-12,Northeast,COLÔMBIA,815
2018-12,Northeast,ESPANHA,5021
2018-12,Northeast,ESTADOS UNIDOS DA AMÉRICA,18592
2018-12,Northeast,FRANÇA,2897
2018-12,Northeast,GUIANA FRANCESA,441
2018-12,Northeast,HOLANDA,3340
2018-12,Northeast,PANAMÁ,1543
2018-12,Northeast,PORTUGAL,24592
2018-12,Northeast,URUGUAI,590
2018-12,South,ARGENTINA,20461
2018-12,South,CHILE,8841
2018-12,South,COLÔMBIA,77
2018-12,South,PANAMÁ,3366
2018-12,South,PARAGUAI,548
2018-12,South,PERU,5231
2018-12,South,PORTUGAL,2979
2018-12,South,URUGUAI,3207
2018-12,Southeast,ALEMANHA,28986
2018-12,Southeast,ANGOLA,6025
2018-12,Southeast,ARGENTINA,131806
2018-12,Southeast,BOLÍVIA,10908
2018-12,Southeast,BRASIL,1185
2018-12,Southeast,CANADÁ,12835
2018-12,Southeast,CHILE,80679
2018-12,Southeast,CHINA,1046
2018-12,Southeast,COLÔMBIA,21204
2018-12,Southeast,CURAÇAO,119
2018-12,Southeast,EMIRADOS ÁRABES UNIDOS,18029
2018-12,Southeast,EQUADOR,177
2018-12,Southeast,ESPANHA,37344
2018-12,Southeast,ESTADOS UNIDOS DA AMÉRICA,197422
2018-12,Southeast,ETIÓPIA,4311
2018-12,Southeast,FRANÇA,39143
2018-12,Southeast,HOLANDA,17450
2018-12,Southeast,ISRAEL,1405
2018-12,Southeast,ITÁLIA,32527
2018-12,Southeast,MARROCOS,7256
2018-12,Southeast,MARTINICA,616
2018-12,Southeast,MÉXICO,12793
2018-12,Southeast,PANAMÁ,32025
2018-12,Southeast,PARAGUAI,13555
2018-12,Southeast,PERU,23915
2018-12,Southeast,POLÔNIA,147
2018-12,Southeast,PORTUGAL,47601
2018-12,Southeast,QATAR,4463
2018-12,Southeast,REINO UNIDO,22459
2018-12,Southeast,REPÚBLICA DOMINICANA,2556
2018-12,Southeast,SUÍÇA,11426
2018-12,Southeast,TURQUIA,5206
2018-12,Southeast,URUGUAI,22560
2018-12,Southeast,ÁFRICA DO SUL,9523
2018-12,UNKNOWN,ARGENTINA,25007
2018-12,UNKNOWN,BRASIL,1100229
2018-12,UNKNOWN,CHILE,5868
2018-12,UNKNOWN,CHINA,1197
2018-12,UNKNOWN,EMIRADOS ÁRABES UNIDOS,5849
2018-12,UNKNOWN,ESPANHA,902
2018-12,UNKNOWN,ETIÓPIA,1611
2018-12,UNKNOWN,HOLANDA,378
2018-12,UNKNOWN,ISRAEL,127
2018-12,UNKNOWN,PANAMÁ,242
2018-12,UNKNOWN,PARAGUAI,2929
2018-12,UNKNOWN,PERU,4390
2018-12,UNKNOWN,QATAR,1518
2018-12,UNKNOWN,TURQUIA,3426
2019-01,Central-West,ARGENTINA,5989
2019-01,Central-West,ESTADOS UNIDOS DA AMÉRICA,13097
2019-01,Central-West,PANAMÁ,4063
2019-01,Central-West,PORTUGAL,5212
2019-01,Central-West,REPÚBLICA DOMINICANA,968
2019-01,North,ARGENTINA,482
2019-01,North,BARBADOS,621
2019-01,North,ESTADOS UNIDOS DA AMÉRICA,5832
2019-01,North,GUIANA FRANCESA,283
2019-01,North,PANAMÁ,1494
2019-01,North,PORTUGAL,2060
2019-01,North,SURINAME,1129
2019-01,North,VENEZUELA,489
2019-01,Northeast,ALEMANHA,2145
2019-01,Northeast,ARGENTINA,23816
2019-01,Northeast,CABO VERDE,1760
2019-01,Northeast,COLÔMBIA,875
2019-01,Northeast,ESPANHA,5044
2019-01,Northeast,ESTADOS UNIDOS DA AMÉRICA,21075
2019-01,Northeast,FRANÇA,3263
2019-01,Northeast,GUIANA FRANCESA,189
2019-01,Northeast,HOLANDA,3178
2019-01,Northeast,PANAMÁ,1950
2019-01,Northeast,PORTUGAL,23229
2019-01,Northeast,URUGUAI,652
2019-01,South,ARGENTINA,43412
2019-01,South,CHILE,8830
2019-01,South,PANAMÁ,3796
2019-01,South,PARAGUAI,805
2019-01,South,PERU,6456
2019-01,South,PORTUGAL,2810
2019-01,South,URUGUAI,7174
2019-01,Southeast,ALEMANHA,29550
2019-01,Southeast,ANGOLA,5619
2019-01,Southeast,ARGENTINA,163829
2019-01,Southeast,BOLÍVIA,12570
2019-01,Southeast,BRASIL,1495
2019-01,Southeast,CANADÁ,12158
2019-01,Southeast,CHILE,110717
2019-01,Southeast,CHINA,1025
2019-01,Southeast,COLÔMBIA,25978
2019-01,Southeast,CURAÇAO,152
2019-01,Southeast,EMIRADOS ÁRABES UNIDOS,18599
2019-01,Southeast,EQUADOR,1525
2019-01,Southeast,ESPANHA,38058
2019-01,Southeast,ESTADOS UNIDOS DA AMÉRICA,217936
2019-01,Southeast,ETIÓPIA,4914
2019-01,Southeast,FRANÇA,40851
2019-01,Southeast,HOLANDA,17171
2019-01,Southeast,ISRAEL,2606
2019-01,Southeast,ITÁLIA,32259
2019-01,Southeast,MARROCOS,7282
2019-01,Southeast,MARTINICA,677
2019-01,Southeast,MÉXICO,15036
2019-01,Southeast,PANAMÁ,36844
2019-01,Southeast,PARAGUAI,21543
2019-01,Southeast,PERU,29898
2019-01,Southeast,PORTUGAL,49128
2019-01,Southeast,QATAR,5050
2019-01,Southeast,REINO UNIDO,23995
2019-01,Southeast,REPÚBLICA DOMINICANA,2895
2019-01,Southeast,SUÍÇA,11610
2019-01,Southeast,TURQUIA,6327
2019-01,Southeast,URUGUAI,32424
2019-01,Southeast,ÁFRICA DO SUL,9817
2019-01,UNKNOWN,ARGENTINA,30888
2019-01,UNKNOWN,BRASIL,1171451
2019-01,UNKNOWN,CHILE,7734
2019-01,UNKNOWN,CHINA,989
2019-01,UNKNOWN,EMIRADOS ÁRABES UNIDOS,4605
2019-01,UNKNOWN,ESPANHA,1081
2019-01,UNKNOWN,ETIÓPIA,1704
2019-01,UNKNOWN,HOLANDA,783
2019-01,UNKNOWN,ISRAEL,115
2019-01,UNKNOWN,PANAMÁ,152
2019-01,UNKNOWN,PARAGUAI,5776
2019-01,UNKNOWN,PERU,4326
2019-01,UNKNOWN,QATAR,1565
2019-01,UNKNOWN,TURQUIA,2872
2019-02,Central-West,ARGENTINA,4958
2019-02,Central-West,ESTADOS UNIDOS DA AMÉRICA,11343
2019-02,Central-West,PANAMÁ,3343
2019-02,Central-West,PORTUGAL,3561
2019-02,Central-West,REPÚBLICA DOMINICANA,934
2019-02,North,ARGENTINA,217
2019-02,North,ESTADOS UNIDOS DA AMÉRICA,6448
2019-02,North,GUIANA FRANCESA,357
2019-02,North,PANAMÁ,964
2019-02,North,PORTUGAL,1399
2019-02,North,SURINAME,1096
2019-02,North,VENEZUELA,237
2019-02,Northeast,ALEMANHA,1608
2019-02,Northeast,ARGENTINA,19410
2019-02,Northeast,CABO VERDE,1093
2019-02,Northeast,COLÔMBIA,921
2019-02,Northeast,ESPANHA,4525
2019-02,Northeast,ESTADOS UNIDOS DA AMÉRICA,15565
2019-02,Northeast,FRANÇA,2812
2019-02,Northeast,GUIANA FRANCESA,279
2019-02,Northeast,HOLANDA,2920
2019-02,Northeast,PANAMÁ,1520
2019-02,Northeast,PORTUGAL,17141
2019-02,Northeast,URUGUAI,526
2019-02,South,ARGENTINA,30100
2019-02,South,CHILE,9563
2019-02,South,PANAMÁ,3611
2019-02,South,PARAGUAI,466
2019-02,South,PERU,6632
2019-02,South,PORTUGAL,2158
2019-02,South,URUGUAI,4450
2019-02,Southeast,ALEMANHA,27263
2019-02,Southeast,ANGOLA,5104
2019-02,Southeast,ARGENTINA,128506
2019-02,Southeast,BOLÍVIA,7938
2019-02,Southeast,BRASIL,1049
2019-02,Southeast,CANADÁ,11226
2019-02,Southeast,CHILE,85491
2019-02,Southeast,CHINA,1057
2019-02,Southeast,COLÔMBIA,22900
2019-02,Southeast,CURAÇAO,32
2019-02,Southeast,EMIRADOS ÁRABES UNIDOS,14247
2019-02,Southeast,EQUADOR,1296
2019-02,Southeast,ESPANHA,33882
2019-02,Southeast,ESTADOS UNIDOS DA AMÉRICA,181161
2019-02,Southeast,ETIÓPIA,3224
2019-02,Southeast,FRANÇA,37905
2019-02,Southeast,HOLANDA,16980
2019-02,Southeast,ISRAEL,2147
2019-02,Southeast,ITÁLIA,30041
2019-02,Southeast,MARROCOS,4990
2019-02,Southeast,MARTINICA,670
2019-02,Southeast,MÉXICO,13706
2019-02,Southeast,PANAMÁ,28138
2019-02,Southeast,PARAGUAI,15694
2019-02,Southeast,PERU,25653
2019-02,Southeast,PORTUGAL,39384
2019-02,Southeast,QATAR,4326
2019-02,Southeast,REINO UNIDO,21421
2019-02,Southeast,REPÚBLICA DOMINICANA,2279
2019-02,Southeast,SUÍÇA,10550
2019-02,Southeast,TURQUIA,4334
2019-02,Southeast,URUGUAI,25561
2019-02,Southeast,ÁFRICA DO SUL,9280
2019-02,UNKNOWN,ARGENTINA,21427
2019-02,UNKNOWN,BRASIL,987381
2019-02,UNKNOWN,CHILE,6123
2019-02,UNKNOWN,CHINA,892
2019-02,UNKNOWN,EMIRADOS ÁRABES UNIDOS,5787
2019-02,UNKNOWN,ESPANHA,731
2019-02,UNKNOWN,ETIÓPIA,1703
2019-02,UNKNOWN,ISRAEL,190
2019-02,UNKNOWN,PANAMÁ,217
2019-02,UNKNOWN,PARAGUAI,3810
2019-02,UNKNOWN,PERU,4465
2019-02,UNKNOWN,QATAR,2235
2019-02,UNKNOWN,TURQUIA,4093
2019-03,Central-West,ARGENTINA,5910
2019-03,Central-West,ESTADOS UNIDOS DA AMÉRICA,13578
2019-03,Central-West,PANAMÁ,3653
2019-03,Central-West,PORTUGAL,4682
2019-03,Central-West,REPÚBLICA DOMINICANA,1096
2019-03,North,ARGENTINA,369
2019-03,North,ESTADOS UNIDOS DA AMÉRICA,7171
2019-03,North,GUIANA FRANCESA,370
2019-03,North,PANAMÁ,1145
2019-03,North,PORTUGAL,1419
2019-03,North,SURINAME,1234
2019-03,North,VENEZUELA,524
2019-03,Northeast,ALEMANHA,1725
2019-03,Northeast,ARGENTINA,14691
2019-03,Northeast,BRASIL,282
2019-03,Northeast,CABO VERDE,1231
2019-03,Northeast,COLÔMBIA,891
2019-03,Northeast,ESPANHA,4291
2019-03,Northeast,ESTADOS UNIDOS DA AMÉRICA,14041
2019-03,Northeast,FRANÇA,2560
2019-03,Northeast,GUIANA FRANCESA,313
2019-03,Northeast,HOLANDA,2326
2019-03,Northeast,PANAMÁ,2192
2019-03,Northeast,PORTUGAL,18380
2019-03,Northeast,URUGUAI,690
2019-03,South,ARGENTINA,20371
2019-03,South,CHILE,3599
2019-03,South,PANAMÁ,3867
2019-03,South,PARAGUAI,420
2019-03,South,PERU,6222
2019-03,South,PORTUGAL,2182
2019-03,South,URUGUAI,3480
2019-03,Southeast,ALEMANHA,27473
2019-03,Southeast,ANGOLA,5564
2019-03,Southeast,ARGENTINA,142210
2019-03,Southeast,BOLÍVIA,9120
2019-03,Southeast,BRASIL,723
2019-03,Southeast,CANADÁ,11529
2019-03,Southeast,CHILE,85852
2019-03,Southeast,CHINA,1432
2019-03,Southeast,COLÔMBIA,23647
2019-03,Southeast,CURAÇAO,209
2019-03,Southeast,EMIRADOS ÁRABES UNIDOS,19459
2019-03,Southeast,EQUADOR,1425
2019-03,Southeast,ESPANHA,37846
2019-03,Southeast,ESTADOS UNIDOS DA AMÉRICA,177973
2019-03,Southeast,ETIÓPIA,3683
2019-03,Southeast,FRANÇA,38800
2019-03,Southeast,HOLANDA,16799
2019-03,Southeast,ISRAEL,2323
2019-03,Southeast,ITÁLIA,30463
2019-03,Southeast,MARROCOS,4774
2019-03,Southeast,MARTINICA,827
2019-03,Southeast,MÉXICO,14268
2019-03,Southeast,PANAMÁ,30718
2019-03,Southeast,PARAGUAI,14248
2019-03,Southeast,PERU,26346
2019-03,Southeast,PORTUGAL,46364
2019-03,Southeast,QATAR,4960
2019-03,Southeast,REINO UNIDO,22433
2019-03,Southeast,REPÚBLICA DOMINICANA,2368
2019-03,Southeast,SUÍÇA,9403
2019-03,Southeast,TURQUIA,5939
2019-03,Southeast,URUGUAI,26266
2019-03,Southeast,ÁFRICA DO SUL,10672
2019-03,UNKNOWN,ALEMANHA,263
2019-03,UNKNOWN,ARGENTINA,23753
2019-03,UNKNOWN,BRASIL,1035049
2019-03,UNKNOWN,CHILE,6039
2019-03,UNKNOWN,CHINA,807
2019-03,UNKNOWN,EMIRADOS ÁRABES UNIDOS,4602
2019-03,UNKNOWN,ESPANHA,803
2019-03,UNKNOWN,ETIÓPIA,1232
2019-03,UNKNOWN,FRANÇA,1
2019-03,UNKNOWN,ISRAEL,102
2019-03,UNKNOWN,MÉXICO,322
2019-03,UNKNOWN,PANAMÁ,132
2019-03,UNKNOWN,PARAGUAI,3824
2019-03,UNKNOWN,PERU,4944
2019-03,UNKNOWN,QATAR,2595
2019-03,UNKNOWN,SUÍÇA,299
2019-03,UNKNOWN,TURQUIA,3318
2019-04,Central-West,ARGENTINA,5631
2019-04,Central-West,BRASIL,122
2019-04,Central-West,ESTADOS UNIDOS DA AMÉRICA,12886
2019-04,Central-West,PANAMÁ,3593
2019-04,Central-West,PORTUGAL,5055
2019-04,Central-West,REPÚBLICA DOMINICANA,814
