year_month,destination_region,origin_region,arriving_passengers
2011-11,North,Southeast,78480
2011-11,Northeast,Central-West,161219
2011-11,Northeast,North,35450
2011-11,Northeast,Northeast,387964
2011-11,Northeast,South,14737
2011-11,Northeast,Southeast,608172
2011-11,South,Central-West,66281
2011-11,South,North,1354
2011-11,South,Northeast,16266
2011-11,South,South,226819
2011-11,South,Southeast,635202
2011-11,Southeast,Central-West,439243
2011-11,Southeast,North,83092
2011-11,Southeast,Northeast,618707
2011-11,Southeast,South,630405
2011-11,Southeast,Southeast,1568582
2011-12,Central-West,Central-West,151687
2011-12,Central-West,North,119774
2011-12,Central-West,Northeast,156181
2011-12,Central-West,South,62961
2011-12,Central-West,Southeast,444400
2011-12,North,Central-West,104400
2011-12,North,North,209635
2011-12,North,Northeast,33483
2011-12,North,South,1707
2011-12,North,Southeast,81796
2011-12,Northeast,Central-West,215232
2011-12,Northeast,North,51041
2011-12,Northeast,Northeast,422503
2011-12,Northeast,South,17281
2011-12,Northeast,Southeast,846311
2011-12,South,Central-West,71321
2011-12,South,North,1882
2011-12,South,Northeast,16463
2011-12,South,South,215612
2011-12,South,Southeast,662931
2011-12,Southeast,Central-West,499792
2011-12,Southeast,North,102355
2011-12,Southeast,Northeast,649310
2011-12,Southeast,South,626569
2011-12,Southeast,Southeast,1597314
2012-01,Central-West,Central-West,154565
2012-01,Central-West,North,107625
2012-01,Central-West,Northeast,237415
2012-01,Central-West,South,69500
2012-01,Central-West,Southeast,494796
2012-01,North,Central-West,120428
2012-01,North,North,212116
2012-01,North,Northeast,54337
2012-01,North,South,1976
2012-01,North,Southeast,103759
2012-01,Northeast,Central-West,203526
2012-01,Northeast,North,44656
2012-01,Northeast,Northeast,458646
2012-01,Northeast,South,19168
2012-01,Northeast,Southeast,859336
2012-01,South,Central-West,55934
2012-01,South,North,1349
2012-01,South,Northeast,20623
2012-01,South,South,204530
2012-01,South,Southeast,620049
2012-01,Southeast,Central-West,435201
2012-01,Southeast,North,94853
2012-01,Southeast,Northeast,966953
2012-01,Southeast,South,681895
2012-01,Southeast,Southeast,1566116
2012-02,Central-West,Central-West,125883
2012-02,Central-West,North,90429
2012-02,Central-West,Northeast,181789
2012-02,Central-West,South,53374
2012-02,Central-West,Southeast,395926
2012-02,North,Central-West,97156
2012-02,North,North,181188
2012-02,North,Northeast,37660
2012-02,North,South,997
2012-02,North,Southeast,80280
2012-02,Northeast,Central-West,155853
2012-02,Northeast,North,33362
2012-02,Northeast,Northeast,402535
2012-02,Northeast,South,13381
2012-02,Northeast,Southeast,655189
2012-02,South,Central-West,54406
2012-02,South,North,808
2012-02,South,Northeast,16134
2012-02,South,South,194498
2012-02,South,Southeast,583263
2012-02,Southeast,Central-West,394630
2012-02,Southeast,North,78195
2012-02,Southeast,Northeast,731890
2012-02,Southeast,South,573046
2012-02,Southeast,Southeast,1412666
2012-03,Central-West,Central-West,150597
2012-03,Central-West,North,102278
2012-03,Central-West,Northeast,169389
2012-03,Central-West,South,59885
2012-03,Central-West,Southeast,425762
2012-03,North,Central-West,100355
2012-03,North,North,186951
2012-03,North,Northeast,35223
2012-03,North,South,1161
2012-03,North,Southeast,76541
2012-03,Northeast,Central-West,167081
2012-03,Northeast,North,36186
2012-03,Northeast,Northeast,425224
2012-03,Northeast,South,12246
2012-03,Northeast,Southeast,638265
2012-03,South,Central-West,62185
2012-03,South,North,1055
2012-03,South,Northeast,13924
2012-03,South,South,230342
2012-03,South,Southeast,643026
2012-03,Southeast,Central-West,438243
2012-03,Southeast,North,82190
2012-03,Southeast,Northeast,670374
2012-03,Southeast,South,635521
2012-03,Southeast,Southeast,1606557
2012-04,Central-West,Central-West,167117
2012-04,Central-West,North,105857
2012-04,Central-West,Northeast,174004
2012-04,Central-West,South,61293
2012-04,Central-West,Southeast,477289
2012-04,North,Central-West,105129
2012-04,North,North,196192
2012-04,North,Northeast,43250
2012-04,North,South,1142
2012-04,North,Southeast,81754
2012-04,Northeast,Central-West,173914
2012-04,Northeast,North,43179
2012-04,Northeast,Northeast,465055
2012-04,Northeast,South,9651
2012-04,Northeast,Southeast,664502
2012-04,South,Central-West,60649
2012-04,South,North,1072
2012-04,South,Northeast,10653
2012-04,South,South,229279
2012-04,South,Southeast,655519
2012-04,Southeast,Central-West,472042
2012-04,Southeast,North,84595
2012-04,Southeast,Northeast,666396
2012-04,Southeast,South,657739
2012-04,Southeast,Southeast,1671849
2012-05,Central-West,Central-West,162272
2012-05,Central-West,North,101677
2012-05,Central-West,Northeast,165617
2012-05,Central-West,South,61495
2012-05,Central-West,Southeast,464725
2012-05,North,Central-West,103589
2012-05,North,North,195862
2012-05,North,Northeast,39034
2012-05,North,South,1100
2012-05,North,Southeast,82218
2012-05,Northeast,Central-West,162012
2012-05,Northeast,North,37395
2012-05,Northeast,Northeast,438597
2012-05,Northeast,South,9360
2012-05,Northeast,Southeast,597834
2012-05,South,Central-West,61000
2012-05,South,North,978
2012-05,South,Northeast,10689
2012-05,South,South,220467
2012-05,South,Southeast,634026
2012-05,Southeast,Central-West,460487
2012-05,Southeast,North,83716
2012-05,Southeast,Northeast,617695
2012-05,Southeast,South,648435
2012-05,Southeast,Southeast,1687855
2012-06,Central-West,Central-West,165698
2012-06,Central-West,North,110715
2012-06,Central-West,Northeast,165934
2012-06,Central-West,South,61600
2012-06,Central-West,Southeast,470114
2012-06,North,Central-West,107581
2012-06,North,North,205078
2012-06,North,Northeast,39829
2012-06,North,South,1349
2012-06,North,Southeast,84419
2012-06,Northeast,Central-West,176183
2012-06,Northeast,North,42484
2012-06,Northeast,Northeast,441777
2012-06,Northeast,South,10554
2012-06,Northeast,Southeast,690769
2012-06,South,Central-West,60989
2012-06,South,North,1007
2012-06,South,Northeast,11089
2012-06,South,South,196522
2012-06,South,Southeast,596261
2012-06,Southeast,Central-West,463231
2012-06,Southeast,North,90227
2012-06,Southeast,Northeast,626689
2012-06,Southeast,South,592828
2012-06,Southeast,Southeast,1601707
2012-07,Central-West,Central-West,196710
2012-07,Central-West,North,128721
2012-07,Central-West,Northeast,204487
2012-07,Central-West,South,75696
2012-07,Central-West,Southeast,556741
2012-07,North,Central-West,130921
2012-07,North,North,244024
2012-07,North,Northeast,50513
2012-07,North,South,1335
2012-07,North,Southeast,101081
2012-07,Northeast,Central-West,205974
2012-07,Northeast,North,49278
2012-07,Northeast,Northeast,493773
2012-07,Northeast,South,15906
2012-07,Northeast,Southeast,814539
2012-07,South,Central-West,73978
2012-07,South,North,1384
2012-07,South,Northeast,15943
2012-07,South,South,245921
2012-07,South,Southeast,709130
2012-07,Southeast,Central-West,545634
2012-07,Southeast,North,102396
2012-07,Southeast,Northeast,807143
2012-07,Southeast,South,729051
2012-07,Southeast,Southeast,1867400
2012-08,Central-West,Central-West,178399
2012-08,Central-West,North,119158
2012-08,Central-West,Northeast,184657
2012-08,Central-West,South,65225
2012-08,Central-West,Southeast,489600
2012-08,North,Central-West,117228
2012-08,North,North,214967
2012-08,North,Northeast,39362
2012-08,North,South,1168
2012-08,North,Southeast,86684
2012-08,Northeast,Central-West,176027
2012-08,Northeast,North,38053
2012-08,Northeast,Northeast,456963
2012-08,Northeast,South,11640
2012-08,Northeast,Southeast,661144
2012-08,South,Central-West,67067
2012-08,South,North,1008
2012-08,South,Northeast,12844
2012-08,South,South,238781
2012-08,South,Southeast,667683
2012-08,Southeast,Central-West,506513
2012-08,Southeast,North,91003
2012-08,Southeast,Northeast,709745
2012-08,Southeast,South,665385
2012-08,Southeast,Southeast,1786184
2012-09,Central-West,Central-West,165204
2012-09,Central-West,North,111144
2012-09,Central-West,Northeast,178352
2012-09,Central-West,South,61625
2012-09,Central-West,Southeast,474638
2012-09,North,Central-West,109684
2012-09,North,North,209377
2012-09,North,Northeast,39723
2012-09,North,South,1428
2012-09,North,Southeast,83988
2012-09,Northeast,Central-West,179973
2012-09,Northeast,North,39377
2012-09,Northeast,Northeast,462529
2012-09,Northeast,South,11844
2012-09,Northeast,Southeast,713883
2012-09,South,Central-West,61836
2012-09,South,North,1159
2012-09,South,Northeast,12070
2012-09,South,South,222001
2012-09,South,Southeast,675185
2012-09,Southeast,Central-West,478346
2012-09,Southeast,North,86155
2012-09,Southeast,Northeast,691997
2012-09,Southeast,South,671131
2012-09,Southeast,Southeast,1725634
2012-10,Central-West,Central-West,159882
2012-10,Central-West,North,110209
2012-10,Central-West,Northeast,186518
2012-10,Central-West,South,64992
2012-10,Central-West,Southeast,480755
2012-10,North,Central-West,108094
2012-10,North,North,220888
2012-10,North,Northeast,37398
2012-10,North,South,1459
2012-10,North,Southeast,81916
2012-10,Northeast,Central-West,179030
2012-10,Northeast,North,36503
2012-10,Northeast,Northeast,471702
2012-10,Northeast,South,10523
2012-10,Northeast,Southeast,701220
2012-10,South,Central-West,65054
2012-10,South,North,1242
2012-10,South,Northeast,11522
2012-10,South,South,227658
2012-10,South,Southeast,692344
2012-10,Southeast,Central-West,481309
2012-10,Southeast,North,84637
2012-10,Southeast,Northeast,721934
2012-10,Southeast,South,680869
2012-10,Southeast,Southeast,1725603
2012-11,Central-West,Central-West,160883
2012-11,Central-West,North,108291
2012-11,Central-West,Northeast,179096
2012-11,Central-West,South,67581
2012-11,Central-West,Southeast,467726
2012-11,North,Central-West,105791
2012-11,North,North,203310
2012-11,North,Northeast,35577
2012-11,North,South,1283
2012-11,North,Southeast,82609
2012-11,Northeast,Central-West,180015
2012-11,Northeast,North,35625
2012-11,Northeast,Northeast,424093
2012-11,Northeast,South,9205
2012-11,Northeast,Southeast,684976
2012-11,South,Central-West,67120
2012-11,South,North,1298
2012-11,South,Northeast,10383
2012-11,South,South,224073
2012-11,South,Southeast,686698
2012-11,Southeast,Central-West,479205
2012-11,Southeast,North,87514
2012-11,Southeast,Northeast,691211
2012-11,Southeast,South,672674
2012-11,Southeast,Southeast,1640264
2012-12,Central-West,Central-West,165256
2012-12,Central-West,North,123896
2012-12,Central-West,Northeast,165009
2012-12,Central-West,South,67214
2012-12,Central-West,Southeast,484087
2012-12,North,Central-West,109795
2012-12,North,North,215568
2012-12,North,Northeast,33702
2012-12,North,South,1314
2012-12,North,Southeast,86883
2012-12,Northeast,Central-West,226322
2012-12,Northeast,North,46290
2012-12,Northeast,Northeast,441286
2012-12,Northeast,South,13708
2012-12,Northeast,Southeast,857164
2012-12,South,Central-West,71121
2012-12,South,North,1704
2012-12,South,Northeast,12000
2012-12,South,South,211697
2012-12,South,Southeast,690336
2012-12,Southeast,Central-West,508804
2012-12,Southeast,North,101363
2012-12,Southeast,Northeast,671243
2012-12,Southeast,South,652035
2012-12,Southeast,Southeast,1623392
2013-01,Central-West,Central-West,165879
2013-01,Central-West,North,117392
2013-01,Central-West,Northeast,238018
2013-01,Central-West,South,72990
2013-01,Central-West,Southeast,512964
2013-01,North,Central-West,125874
2013-01,North,North,219727
2013-01,North,Northeast,49369
2013-01,North,South,1703
2013-01,North,Southeast,102231
2013-01,Northeast,Central-West,207028
2013-01,Northeast,North,39971
2013-01,Northeast,Northeast,441514
2013-01,Northeast,South,16586
2013-01,Northeast,Southeast,826978
2013-01,South,Central-West,60130
2013-01,South,North,1427
2013-01,South,Northeast,17587
2013-01,South,South,211603
2013-01,South,Southeast,639777
2013-01,Southeast,Central-West,472812
2013-01,Southeast,North,95799
2013-01,Southeast,Northeast,917195
2013-01,Southeast,South,709271
2013-01,Southeast,Southeast,1653786
2013-02,Central-West,Central-West,126392
2013-02,Central-West,North,87526
2013-02,Central-West,Northeast,174080
2013-02,Central-West,South,53727
2013-02,Central-West,Southeast,396118
2013-02,North,Central-West,95211
2013-02,North,North,182134
2013-02,North,Northeast,34731
2013-02,North,South,1100
2013-02,North,Southeast,73121
2013-02,Northeast,Central-West,150913
2013-02,Northeast,North,29600
2013-02,Northeast,Northeast,350243
2013-02,Northeast,South,10604
2013-02,Northeast,Southeast,615484
2013-02,South,Central-West,53653
2013-02,South,North,943
2013-02,South,Northeast,11885
2013-02,South,South,195542
2013-02,South,Southeast,575093
2013-02,Southeast,Central-West,396935
2013-02,Southeast,North,73503
2013-02,Southeast,Northeast,699189
2013-02,Southeast,South,557994
2013-02,Southeast,Southeast,1423330
2013-03,Central-West,Central-West,131409
2013-03,Central-West,North,101932
2013-03,Central-West,Northeast,173182
2013-03,Central-West,South,58224
2013-03,Central-West,Southeast,450404
2013-03,North,Central-West,98220
2013-03,North,North,195446
2013-03,North,Northeast,32321
2013-03,North,South,1229
2013-03,North,Southeast,73038
2013-03,Northeast,Central-West,169979
2013-03,Northeast,North,33057
2013-03,Northeast,Northeast,385180
2013-03,Northeast,South,10140
2013-03,Northeast,Southeast,659826
2013-03,South,Central-West,57599
2013-03,South,North,1491
2013-03,South,Northeast,10012
2013-03,South,South,235480
2013-03,South,Southeast,651316
2013-03,Southeast,Central-West,465765
2013-03,Southeast,North,81561
2013-03,Southeast,Northeast,690582
2013-03,Southeast,South,643814
2013-03,Southeast,Southeast,1673598
2013-04,Central-West,Central-West,133364
2013-04,Central-West,North,102870
2013-04,Central-West,Northeast,173766
2013-04,Central-West,South,55207
2013-04,Central-West,Southeast,470922
2013-04,North,Central-West,103558
2013-04,North,North,208586
2013-04,North,Northeast,34675
2013-04,North,South,1399
2013-04,North,Southeast,80915
2013-04,Northeast,Central-West,165134
2013-04,Northeast,North,34305
2013-04,Northeast,Northeast,386430
2013-04,Northeast,South,9389
2013-04,Northeast,Southeast,636915
2013-04,South,Central-West,54495
2013-04,South,North,1560
2013-04,South,Northeast,8722
2013-04,South,South,227328
2013-04,South,Southeast,636245
2013-04,Southeast,Central-West,468771
2013-04,Southeast,North,83812
2013-04,Southeast,Northeast,660703
2013-04,Southeast,South,644152
2013-04,Southeast,Southeast,1695876
2013-05,Central-West,Central-West,142797
2013-05,Central-West,North,112202
2013-05,Central-West,Northeast,176554
2013-05,Central-West,South,56850
2013-05,Central-West,Southeast,492820
2013-05,North,Central-West,111640
2013-05,North,North,218374
2013-05,North,Northeast,36833
2013-05,North,South,1706
2013-05,North,Southeast,84150
2013-05,Northeast,Central-West,176137
2013-05,Northeast,North,38216
2013-05,Northeast,Northeast,421081
2013-05,Northeast,South,9571
2013-05,Northeast,Southeast,675560
2013-05,South,Central-West,55255
2013-05,South,North,2034
2013-05,South,Northeast,9422
2013-05,South,South,223742
2013-05,South,Southeast,656575
2013-05,Southeast,Central-West,491299
2013-05,Southeast,North,88921
2013-05,Southeast,Northeast,660346
2013-05,Southeast,South,663904
2013-05,Southeast,Southeast,1684535
2013-06,Central-West,Central-West,139772
2013-06,Central-West,North,115306
2013-06,Central-West,Northeast,179183
2013-06,Central-West,South,53305
2013-06,Central-West,Southeast,489597
2013-06,North,Central-West,113311
2013-06,North,North,218805
2013-06,North,Northeast,36376
2013-06,North,South,1534
2013-06,North,Southeast,85184
2013-06,Northeast,Central-West,184831
2013-06,Northeast,North,39660
2013-06,Northeast,Northeast,423312
2013-06,Northeast,South,9380
2013-06,Northeast,Southeast,724240
2013-06,South,Central-West,53214
2013-06,South,North,2068
2013-06,South,Northeast,9756
2013-06,South,South,197305
2013-06,South,Southeast,610575
2013-06,Southeast,Central-West,482233
2013-06,Southeast,North,92041
2013-06,Southeast,Northeast,676124
2013-06,Southeast,South,607337
